Date,City,Country,co,no2,o3,pm10,pm25,so2
2/23/2019,Cuernavaca,MX,7.4,13,10.4,20,21,4
2/23/2019,Daegu,KR,8.9,29.7,18.4,51,114,4.3
2/23/2019,Daejeon,KR,7.8,35.2,6.4,63,153,4.3
2/23/2019,Darwin,AU,3,0.4,4.8,18,18,0.4
2/23/2019,Delhi,IN,6.4,14.5,12.5,78,139,7.1
2/23/2019,Denver,US,1.9,9.2,13.5,20,59,0.6
2/23/2019,Dongguan,CN,10,8.7,9.4,19,57,3.6
2/23/2019,Donostia / San Sebastián,ES,0.1,14.2,26,46,78,1.6
2/23/2019,Douliu,TW,5.7,12.1,24.8,37,61,4.3
2/23/2019,East London,ZA,3.9,1.4,4.5,21,42,22.3
2/23/2019,Edinburgh,GB,1.7,8.3,28.5,20,55,2.3
2/23/2019,Erzurum,TR,28,23.8,20.8,57,128,8.2
2/23/2019,Foshan,CN,10,16,4.5,20,53,2.6
2/23/2019,Fresno,US,4.5,13.9,12.8,20,59,1.5
2/23/2019,Fukuoka,JP,5.6,4.7,36.8,16,57,2.9
2/23/2019,Fushun,CN,11.8,22,21.2,83,169,13.7
2/23/2019,Fuzhou,CN,6.4,7.4,32.1,16,55,2.1
2/23/2019,Gasteiz / Vitoria,ES,0.1,18.3,35,47,76,2.1
2/23/2019,Gdańsk,PL,3.8,5.4,23.7,16,25,1.3
2/23/2019,Gent,BE,0.1,15.6,8.2,31,77,0.6
2/23/2019,Ghāziābād,IN,5.5,15.2,24.6,76,114,7.9
2/23/2019,Gifu-shi,JP,3.4,4.7,36.1,14,55,4.3
2/23/2019,Guadalajara,MX,5.9,8.4,8.8,19,51,4
2/23/2019,Guangzhou,CN,9.1,16,5.7,17,53,2.6
2/23/2019,Guiyang,CN,5.5,5.5,17.9,23,53,3.6
2/23/2019,Gwangju,KR,6.7,22.3,23.3,58,151,4.3
2/23/2019,Haarlem,NL,3.1,12.5,5.5,25,72,0.5
2/23/2019,Haifa,IL,3.4,4.9,29.2,14,51,0.5
2/23/2019,Haikou,CN,3.5,3.2,15.1,21,42,2.6
2/23/2019,Hamburg,DE,0.1,12.8,15.5,11,34,3.6
2/23/2019,Hangzhou,CN,9.1,15.6,16.7,62,154,4.6
2/23/2019,Harbin,CN,8.2,16,33.3,81,152,10.2
2/23/2019,Hefei,CN,8.2,21.5,29.7,70,157,2.1
2/23/2019,Hegang,CN,4.6,5.5,37,31,68,5.1
2/23/2019,Hiroshima,JP,4.5,4.7,35.2,16,55,1.5
2/23/2019,Hong Kong,HK,9.2,17.4,17.1,24,57,2
2/23/2019,Hsinchu,TW,5.4,9.3,27.2,23,55,2.9
2/23/2019,Hyderabad,IN,5.9,16.5,9.1,88,151,2.6
2/23/2019,Hāpur,IN,3.6,14.3,14.9,66,122,3.4
2/23/2019,Incheon,KR,10,49.1,6.4,60,142,8.6
2/23/2019,Indianapolis,US,2.4,10.2,15.2,22,68,1.5
2/23/2019,Istanbul,TR,14.1,8.2,25.8,13,55,2.3
2/23/2019,Jacksonville,US,3.3,2.3,9.4,17,34,0.6
2/23/2019,Jaipur,IN,6.2,13.9,19.5,57,95,5.1
2/23/2019,Jeju City,KR,4.5,12.1,38.4,44,102,4.3
2/23/2019,Jeonju,KR,7.8,20.4,18.4,64,157,7.2
2/23/2019,Jieyang,CN,8.5,9.2,29.3,31,61,5.1
2/23/2019,Jinan,CN,0.1,39.4,15.1,115,188,15.8
2/23/2019,Johannesburg,ZA,3.7,3.2,13.7,18,50,1.1
2/23/2019,Kagoshima,JP,3.4,7.5,25.6,20,68,7.2
2/23/2019,Kanazawa,JP,3.4,5.6,32,19,61,5.8
2/23/2019,Kaohsiung,TW,6,17.6,21.6,54,99,4.3
2/23/2019,Karaj,IR,0,0,0,0,0,0
2/23/2019,Katowice,PL,5.4,7.7,21.2,27,76,5.1
2/23/2019,Keelung,TW,4.8,4.7,35.2,26,53,1.5
2/23/2019,Kobe,JP,3.4,4.7,36.8,17,61,1.5
2/23/2019,Kochi,JP,4.5,2.8,36.1,15,53,1.5
2/23/2019,Kolkata,IN,7.1,26.9,7.5,108,165,8.3
2/23/2019,Kumamoto,JP,3.4,5.6,33.6,17,61,1.5
2/23/2019,Kunming,CN,5.5,9.2,32.5,43,95,6.1
2/23/2019,Kyoto,JP,3.4,6.5,36.8,19,61,2.9
2/23/2019,Kütahya,TR,8.9,15.1,8.6,64,87,15.2
2/23/2019,Lampang,TH,0.1,3.5,19.4,74,164,1.1
2/23/2019,Lanzhou,CN,9.1,27.5,9.8,66,139,7.1
2/23/2019,Las Vegas,US,0.1,5.8,11,12,25,0.4
2/23/2019,Leeds,GB,4.4,21.1,1.9,43,114,2.2
2/23/2019,Lhasa,CN,5.5,3.2,28.9,29,30,2.1
2/23/2019,Lima,PE,17.5,7.1,4.6,52,58,20.5
2/23/2019,Livorno,IT,0.1,11.5,40.3,17,53,1.7
2/23/2019,Liège,BE,0.1,13.8,2.9,23,60,1.1
2/23/2019,London,GB,9.1,21.2,2.3,33,86,3.5
2/23/2019,Macau,MO,6.4,16.7,4.9,30,63,1.2
2/23/2019,Madrid,ES,0.1,30.7,6.7,36,61,6.6
2/23/2019,Marseille,FR,0.1,21.5,12.3,38,71,0.9
2/23/2019,Matsuyama,JP,5.6,8.4,32.8,19,55,1.5
2/23/2019,Melbourne,AU,1.2,2.8,12.8,11,16,1.5
2/23/2019,Metz,FR,2.8,8.7,15.5,20,59,0.2
2/23/2019,Mexico City,MX,5.6,14,15.2,37,59,5.8
2/23/2019,Middelburg,ZA,3.9,10.1,13,12,25,1.1
2/23/2019,Milan,IT,0.1,38.9,22.4,45,95,1.1
2/23/2019,Milwaukee,US,2.9,8.4,30.4,23,65,1.5
2/23/2019,Miskolc,HU,4.9,4,24.6,12,37,3.3
2/23/2019,Mokpo,KR,10,14.9,30.4,58,139,7.2
2/23/2019,Monterrey,MX,0,0,0,0,0,0
2/23/2019,Morelia,MX,4.7,8.2,8.4,15,52,7.2
2/23/2019,Mumbai,IN,17.4,14.1,21.9,100,157,14
2/23/2019,Muzaffarnagar,IN,9.1,10.4,15,71,130,5.5
2/23/2019,Nagoya,JP,3.4,7.5,33.6,15,55,2.9
2/23/2019,Naha,JP,6.7,5.6,38.4,14,34,1.5
2/23/2019,Nanchang,CN,6.4,10.6,17.9,29,72,1.6
2/23/2019,Nancy,FR,1.9,6,15.5,21,50,0.6
2/23/2019,Nanjing,CN,12.7,28.8,13.5,100,184,5.1
2/23/2019,Nanning,CN,10,11,8.6,19,53,4.1
2/23/2019,Nantes,FR,0.1,9.4,18.4,31,80,0.6
2/23/2019,Naples,IT,2.8,4.3,32.7,44,72,0.7
2/23/2019,Nara-shi,JP,3.4,4.7,33.6,17,59,4.3
2/23/2019,Nashik,IN,5.9,6,20.8,48,91,2.2
2/23/2019,Newcastle,AU,3.4,1.9,14.5,16,28,1.5
2/23/2019,Newport,GB,2.2,18.6,1.3,41,122,1.6
2/23/2019,Niigata,JP,3.4,6.5,34.4,22,72,2.9
2/23/2019,Ningbo,CN,10,13.3,19.9,56,152,3.6
2/23/2019,Novi Sad,RS,3.6,3.5,21,17,35,1.3
2/23/2019,Okayama,JP,3.4,4.7,32.8,15,59,5.8
2/23/2019,Osaka,JP,3.4,7.5,36.1,17,59,2.9
2/23/2019,Oviedo,ES,0.1,10.2,17.5,41,72,3.1
2/23/2019,Pachuca de Soto,MX,5.7,0.2,15.4,36,45,2.9
2/23/2019,Paris,FR,0.1,21.7,10,29,71,0.6
2/23/2019,Perth,AU,3,5.6,0,10,22,2.9
2/23/2019,Phoenix,US,4.5,18,18.3,9,26,0.1
2/23/2019,Pohang,KR,4.5,13,30.4,37,82,5.8
2/23/2019,Potsdam,DE,0.1,10.1,17.1,15,45,0.7
2/23/2019,Pécs,HU,3.4,3.3,28.7,12,21,0.6
2/23/2019,Płock,PL,3.2,5.2,20.6,21,57,1.9
2/23/2019,Qingdao,CN,0.1,29.3,25.2,115,192,10.2
2/23/2019,Qinhuangdao,CN,0.1,33.4,10.2,77,161,17.8
2/23/2019,Qiqihar,CN,6.7,9.2,37.8,95,164,7.1
2/23/2019,Rayong,TH,0.1,5.8,7.9,26,46,0.6
2/23/2019,Rijeka,HR,0.1,2.1,28.7,8,47,2.6
2/23/2019,Rome,IT,0.1,6,28.5,19,55,0.2
2/23/2019,Saint-Denis,RE,0.1,2.2,13,12,34,0.4
2/23/2019,Saitama,JP,3.4,6.5,33.6,19,61,1.5
2/23/2019,Samsun,TR,4.3,18.8,13.9,59,46,6.1
2/23/2019,Samut Prakan,TH,0.1,6.4,7.5,28,59,2.2
2/23/2019,Santiago,CL,4.2,12.2,17.3,40,50,10.5
2/23/2019,Sapporo,JP,3.4,16.7,26.4,16,53,2.9
2/23/2019,Sarajevo,BA,2.9,2.8,39.4,19,42,4.1
2/23/2019,Sejong,KR,10,30.6,9.6,64,152,5.8
2/23/2019,Sendai,JP,0.3,14.9,32.8,20,63,25.8
2/23/2019,Seongnam-si,KR,7.8,33.4,8.8,49,109,5.8
2/23/2019,Seoul,KR,10,51.1,7.3,55,129,7.2
2/23/2019,Shanghai,CN,10,25.6,19.9,88,184,4.6
2/23/2019,Shantou,CN,7.5,6,32.1,24,57,4.1
2/23/2019,Shenyang,CN,14.5,31.6,17.5,97,180,18.3
2/23/2019,Shenzhen,CN,8.6,12.8,11,25,61,2.1
2/23/2019,Shijiazhuang,CN,0.1,30.2,16.3,145,230,13.2
2/23/2019,Shizuoka,JP,3.4,7.5,31.2,15,50,1.5
2/23/2019,Skopje,MK,0.1,2.2,22.1,19,47,1
2/23/2019,Strasbourg,FR,0.1,13.3,16.7,22,53,1.1
2/23/2019,Suncheon,KR,6.7,18.6,28.1,49,107,5.8
2/23/2019,Surrey,CA,0.1,3.5,7.8,6,15,0.2
2/23/2019,Suwon,KR,6.7,36.2,8,59,147,5.8
2/23/2019,Suzhou,CN,11.8,29.3,11.8,113,198,5.1
2/23/2019,Swansea,GB,3.4,13.3,23.6,50,97,1.1
2/23/2019,Sydney,AU,2.3,3.8,12.1,11,20,1.5
2/23/2019,Szeged,HU,4.6,4.1,14.8,12,33,3.6
2/23/2019,São José dos Campos,BR,1.9,6.4,13.9,15,42,1.6
2/23/2019,São Paulo,BR,5.5,13.8,13.9,18,46,0.6
2/23/2019,Tabriz,IR,0,0,0,0,0,0
2/23/2019,Taichung,TW,5.5,10.2,24.8,21,53,2.9
2/23/2019,Tainan,TW,5.7,13,22.4,51,74,4.3
2/23/2019,Taipei,TW,5.6,13.9,28.1,25,53,2.9
2/23/2019,Taitung City,TW,5.9,3.8,26.4,11,21,1.5
2/23/2019,Taiyuan,CN,12.7,29.3,13.9,76,155,18.8
2/23/2019,Takamatsu,JP,3.4,5.6,34.4,16,55,2.9
2/23/2019,Talca,CL,5.6,6.5,7.5,28,12,1
2/23/2019,Taoyuan City,TW,5.7,13,28.9,26,53,2.9
2/23/2019,Tehran,IR,0,0,0,0,0,0
2/23/2019,Tepic,MX,5,9.3,12.8,44,50,9.5
2/23/2019,Thiruvananthapuram,IN,4.7,3,26.6,54,79,1.9
2/23/2019,Tokyo,JP,3.4,9.3,33.6,19,61,1.5
2/23/2019,Toluca,MX,5.6,13.9,12.1,39,70,7.2
2/23/2019,Toyama,JP,4.5,5.6,27.2,21,63,1.5
2/23/2019,Trabzon,TR,7.3,29.3,16.3,54,97,8.2
2/23/2019,Tucson,US,3.1,8.5,24.1,9,25,0.2
2/23/2019,Ulan Bator,MN,0.2,10.6,7,87,196,11.7
2/23/2019,Ulsan,KR,7.8,17.6,28.9,40,80,5.8
2/23/2019,Utrecht,NL,3,11.8,5.1,21,65,0.8
2/23/2019,Utsunomiya,JP,2.3,5.6,30.4,15,57,1.5
2/23/2019,Vancouver,CA,0.1,3.7,8.2,5,14,0.2
2/23/2019,Vereeniging,ZA,4.8,2.8,13.9,16,59,1.1
2/23/2019,Visakhapatnam,IN,7.1,18.8,5.5,79,135,3.1
2/23/2019,Wakayama,JP,4.5,4.7,37.6,18,59,2.9
2/23/2019,Warsaw,PL,5.6,12,19,25,60,2
2/23/2019,Wollongong,AU,1.2,1.9,15.2,13,22,5.8
2/23/2019,Wrocław,PL,4.4,14.9,18.1,27,79,4.3
2/23/2019,Wuhan,CN,7.2,22.4,6.1,51,127,3.1
2/23/2019,Wuxi,CN,13.6,25.6,10.6,103,185,6.1
2/23/2019,Xiamen,CN,6.4,6,34.6,23,63,1.6
2/23/2019,Xining,CN,10.9,12.8,32.9,59,112,5.6
2/23/2019,Xinxiang,CN,20.7,41.6,18.7,164,267,12.2
2/23/2019,Xi’an,CN,12.7,27.5,11.8,104,191,7.1
2/23/2019,Xuchang,CN,11.9,18.3,23.2,106,200,5.1
2/23/2019,Yazd,IR,0,0,0,0,0,0
2/23/2019,Yeosu,KR,5.6,16.7,21.6,45,91,7.2
2/23/2019,Yinchuan,CN,15.4,23.8,23.2,73,153,16.8
2/23/2019,Yokohama,JP,3.4,8.4,32.8,18,57,2.9
2/23/2019,Yunfu,CN,7.3,8.3,9.8,17,46,3.1
2/23/2019,Zenica,BA,5.2,6,25.6,19,21,19.3
2/23/2019,Zhengzhou,CN,12.7,41.6,17.9,140,233,6.1
2/23/2019,Zhuzhou,CN,5.5,13.8,14.7,40,112,3.6
2/23/2019,Ürümqi,CN,10.9,14.7,20.8,61,134,3.6
2/23/2019,İzmit,TR,18.8,8.8,22.9,16,34,5.3
2/23/2019,Łódź,PL,4.1,10.1,17.1,34,89,5.5
2/23/2019,Ōita,JP,4.5,3.8,38.4,16,55,2.9
2/24/2019,Adapazarı,TR,14.8,8.7,20.2,14,48,12.8
2/24/2019,Adelaide,AU,0.2,0.1,0,7,5,0.1
2/24/2019,Aguascalientes,MX,5.3,15.2,395,15,1,4.6
2/24/2019,Akita,JP,3.4,6.5,32.8,10,53,1.5
2/24/2019,Albuquerque,US,1.7,6.5,31.2,14,30,1.5
2/24/2019,Amsterdam,NL,4.3,24.3,8.7,24,70,1
2/24/2019,Andong,KR,3.4,12.1,20.8,50,97,8.6
2/24/2019,Ankara,TR,9.1,19.7,2.1,33,50,5.1
2/24/2019,Antwerpen,BE,0.1,22.9,2.1,27,69,1.1
2/24/2019,Anyang,CN,14.9,33,24.4,142,251,11.7
2/24/2019,Atlanta,US,1.9,5.6,28.9,7,15,1.5
2/24/2019,Bangkok,TH,0.1,5.8,8.3,30,68,1.1
2/24/2019,Beijing,CN,9.1,27.5,16.7,41,124,2.6
2/24/2019,Belfast,GB,1.5,14.7,15.9,26,68,0.7
2/24/2019,Belgrade,RS,8.6,13.3,12.3,34,92,3.7
2/24/2019,Bengaluru,IN,7.7,19.8,19.6,67,119,2.4
2/24/2019,Berlin,DE,0.1,24.7,5.9,23,84,1.6
2/24/2019,Bhopal,IN,4,4.9,20.6,66,104,10.7
2/24/2019,Bilbao,ES,0.1,14.2,19.5,45,79,5.1
2/24/2019,Bogotá,CO,6.4,7.5,4.6,31,72,0.7
2/24/2019,Brescia,IT,0.1,22.9,33.3,30,68,2.1
2/24/2019,Brisbane,AU,0.1,0.1,0.1,12,20,0.1
2/24/2019,Bristol,GB,2.6,13.7,1.4,48,119,1.6
2/24/2019,Brussels,BE,0.1,22.9,2.9,19,56,1.1
2/24/2019,Budapest,HU,5.5,15.7,10.6,23,54,1.5
2/24/2019,Bursa,TR,31.7,26.6,26.2,19,21,3.9
2/24/2019,Busan,KR,4.5,19.5,28.9,37,80,7.2
2/24/2019,Bydgoszcz,PL,3.7,8,20.2,34,80,3.4
2/24/2019,Calama,CL,2.6,2.3,1.9,38,13,1.5
2/24/2019,Cardiff,GB,2.6,17.9,4.9,46,151,1.6
2/24/2019,Changchun,CN,7.5,15.6,36.6,67,151,6.6
2/24/2019,Changsha,CN,8.2,11.5,18.3,33,87,3.1
2/24/2019,Changwon,KR,4.5,15.8,26.4,40,76,5.8
2/24/2019,Changzhou,CN,14.5,27.9,9,86,174,6.1
2/24/2019,Charleroi,BE,0.1,18.8,9,21,54,1.1
2/24/2019,Chengdu,CN,7.3,18.3,7,58,144,2.6
2/24/2019,Cheongju-si,KR,5.6,27.8,22.4,54,132,5.8
2/24/2019,Chiang Mai,TH,0.1,12.1,9.5,58,153,1.1
2/24/2019,Chiba,JP,4.5,10.2,31.2,17,59,2.9
2/24/2019,Chon Buri,TH,0.1,2.9,9.1,34,53,1.1
2/24/2019,Chongqing,CN,5.5,13.3,17.1,32,78,3.1
2/24/2019,Chuncheon,KR,6.7,18.6,13.6,46,82,5.8
2/24/2019,Concepción,CL,9.5,3.4,7.6,35,33,2.7
2/24/2019,Cuernavaca,MX,8.4,11.4,19.2,20,42,2.9
2/24/2019,Daegu,KR,6.7,22.3,15.2,41,89,4.3
2/24/2019,Daejeon,KR,5.6,20.4,16.8,45,93,4.3
2/24/2019,Darwin,AU,3.2,0.4,4.1,16,18,0.4
2/24/2019,Delhi,IN,7.3,19.5,8.5,99,164,8.8
2/24/2019,Denver,US,1.9,8.7,13,9,13,0.6
2/24/2019,Dongguan,CN,10,8.3,10.6,15,38,3.1
2/24/2019,Donostia / San Sebastián,ES,0.1,13.3,30.1,36,71,1.6
2/24/2019,Douliu,TW,5,13,18.4,22,53,4.3
2/24/2019,East London,ZA,2.9,1,5.3,17,38,21.8
2/24/2019,Edinburgh,GB,1.8,13.3,18.3,14,42,1.7
2/24/2019,Erzurum,TR,30.6,34.3,13.5,62,163,7.1
2/24/2019,Foshan,CN,10.4,13.3,6.5,20,42,3.1
2/24/2019,Fresno,US,4.3,13,12.8,22,64,1.5
2/24/2019,Fukuoka,JP,4.5,9.3,28.9,15,57,4.3
2/24/2019,Fushun,CN,11.8,19.7,19.5,79,159,10.7
2/24/2019,Fuzhou,CN,7.6,9.6,24.4,11,42,2.1
2/24/2019,Gasteiz / Vitoria,ES,0.1,18.8,30.5,45,74,1.6
2/24/2019,Gdańsk,PL,2.7,4,28.2,13,28,1.3
2/24/2019,Gent,BE,0.1,20.2,2.5,30,76,3.1
2/24/2019,Ghāziābād,IN,12.7,28,12.4,96,164,10.4
2/24/2019,Gifu-shi,JP,4.5,6.5,28.9,16,59,2.9
2/24/2019,Guadalajara,MX,6.9,10.2,15.3,24,106,4
2/24/2019,Guangzhou,CN,10,13.8,9,11,30,2.6
2/24/2019,Guiyang,CN,4.6,6.4,22,36,78,5.1
2/24/2019,Gwangju,KR,6.7,16.7,20,55,132,4.3
2/24/2019,Haarlem,NL,3.9,21.1,7.2,27,72,1
2/24/2019,Haifa,IL,3.4,10.6,26.1,34,81,1.3
2/24/2019,Haikou,CN,7.7,5.1,9.8,17,38,2.1
2/24/2019,Hamburg,DE,0.1,20.6,5.7,22,68,1.6
2/24/2019,Hangzhou,CN,10.9,21.5,15.1,84,172,6.1
2/24/2019,Harbin,CN,9.1,15.6,29.7,72,160,9.2
2/24/2019,Hefei,CN,11,30.2,48.8,84,176,3.6
2/24/2019,Hegang,CN,3.7,2.3,35.8,35,65,4.1
2/24/2019,Hiroshima,JP,4.5,7.5,30.4,17,55,2.9
2/24/2019,Hong Kong,HK,9.9,16.5,8.9,9,31,2
2/24/2019,Hsinchu,TW,4.7,10.2,28.9,15,38,2.9
2/24/2019,Hyderabad,IN,4.7,12.7,9.8,72,124,2.3
2/24/2019,Hāpur,IN,5.4,18.6,11.2,98,167,4.5
2/24/2019,Incheon,KR,8.9,38,20.8,61,151,10
2/24/2019,Istanbul,TR,13.6,6.9,27.1,10,46,2.4
2/24/2019,Jacksonville,US,3.6,2.3,10.2,16,33,1.1
2/24/2019,Jaipur,IN,6.8,13.3,16.8,68,105,5.6
2/24/2019,Jeju City,KR,4.5,8.4,40,33,72,2.9
2/24/2019,Jeonju,KR,6.7,14.9,28.1,60,147,7.2
2/24/2019,Jieyang,CN,10,9.6,7.8,19,42,4.1
2/24/2019,Jinan,CN,0.1,38.9,10.2,117,184,12.7
2/24/2019,Johannesburg,ZA,5,2.8,10.5,20,55,1.1
2/24/2019,Kagoshima,JP,2.3,6.5,26.4,15,57,5.8
2/24/2019,Kanazawa,JP,3.4,5.6,28.9,18,57,1.5
2/24/2019,Kaohsiung,TW,6.6,16.7,22.4,49,109,4.3
2/24/2019,Karaj,IR,0,0,0,0,0,0
2/24/2019,Katowice,PL,7.5,14.8,15.1,60,154,12.2
2/24/2019,Keelung,TW,4,3.8,31.2,18,42,2.9
2/24/2019,Kielce,PL,3.5,8.3,22.7,31,64,5.9
2/24/2019,Kobe,JP,4.5,13.9,25.6,19,65,2.9
2/24/2019,Kolkata,IN,4.6,25.6,11.6,110,167,8.3
2/24/2019,Kumamoto,JP,3.4,5.6,28.1,17,57,5.8
2/24/2019,Kunming,CN,6.4,12.4,29.3,51,91,6.1
2/24/2019,Kyoto,JP,4.5,11.2,24.1,20,63,2.9
2/24/2019,Kütahya,TR,5.6,7.4,7.8,23,5,7.1
2/24/2019,Lampang,TH,0.1,4.1,18.2,64,154,1.1
2/24/2019,Lanzhou,CN,6.4,12.8,30.1,56,122,7.6
2/24/2019,Las Vegas,US,0.1,9,7.4,13,34,0.3
2/24/2019,Leeds,GB,5.3,18.9,3,56,154,1.5
2/24/2019,Lhasa,CN,4.6,2.3,30.5,26,34,1.6
2/24/2019,Lima,PE,20.5,7.9,3,38,40,25.8
2/24/2019,Livorno,IT,0.1,23.4,38.2,10,38,1.8
2/24/2019,Liège,BE,0.1,22.9,3.3,18,46,1.1
2/24/2019,London,GB,11.8,28,1.8,39,99,3.2
2/24/2019,Macau,MO,7.3,12.2,5.7,23,55,1.2
2/24/2019,Madrid,ES,0.1,16,17.5,35,62,5.1
2/24/2019,Marseille,FR,0.1,12.7,15.8,36,72,0.6
2/24/2019,Matsuyama,JP,4.5,9.3,27.2,15,57,4.3
2/24/2019,Melbourne,AU,2.3,6.5,15.2,20,25,1.5
2/24/2019,Metz,FR,3.7,11.5,19.5,17,51,1.1
2/24/2019,Mexico City,MX,4.8,13,19.2,29,61,3
2/24/2019,Middelburg,ZA,2.9,13.8,7,23,55,2.6
2/24/2019,Milan,IT,0.1,40.3,22,29,74,1.6
2/24/2019,Milwaukee,US,2.3,3.8,32.8,12,31,1.5
2/24/2019,Miskolc,HU,6.8,8.3,12.4,27,69,6
2/24/2019,Mokpo,KR,10,15.8,25.6,55,129,7.2
2/24/2019,Monterrey,MX,0,0,0,0,0,0
2/24/2019,Morelia,MX,7.8,10.2,16.8,34,58,8.8
2/24/2019,Mumbai,IN,15.7,14,15.9,93,128,12.1
2/24/2019,Muzaffarnagar,IN,7.8,11.2,15.7,77,154,5.5
2/24/2019,Nagoya,JP,4.5,10.2,28.1,20,63,2.9
2/24/2019,Naha,JP,5.6,8.4,32.8,13,34,1.5
2/24/2019,Nanchang,CN,7.3,11.9,19.1,61,151,2.1
2/24/2019,Nancy,FR,1,6.1,20,14,36,0.6
2/24/2019,Nanjing,CN,12.7,30.7,4.9,93,171,5.6
2/24/2019,Nanning,CN,8.2,8.7,16.7,21,50,4.6
2/24/2019,Nantes,FR,0.1,8,15.1,25,75,0.6
2/24/2019,Naples,IT,2.8,3.8,32.4,23,45,0.7
2/24/2019,Nara-shi,JP,4.5,5.6,24.1,18,61,4.3
2/24/2019,Nashik,IN,6.6,6.1,27.5,54,83,2.2
2/24/2019,Newcastle,AU,2.3,1,16,25,34,1.5
2/24/2019,Newport,GB,2.6,12.4,2.1,32,95,1.6
2/24/2019,Niigata,JP,3.4,6.5,34.4,19,63,1.5
2/24/2019,Ningbo,CN,10.9,31.6,27.3,73,163,5.1
2/24/2019,Novi Sad,RS,5.7,5.8,10.9,38,104,2.3
2/24/2019,Okayama,JP,3.4,7.5,24.8,18,63,5.8
2/24/2019,Osaka,JP,4.5,13.9,24.1,19,63,4.3
2/24/2019,Oviedo,ES,0.1,9.2,14.7,40,82,3.1
2/24/2019,Pachuca de Soto,MX,5.9,0.2,18.4,23,34,2.1
2/24/2019,Paris,FR,0.1,25.1,8.1,26,61,0.9
2/24/2019,Perth,AU,2,3.4,0,10,22,5.8
2/24/2019,Phoenix,US,5.6,12.1,21.6,11,30,0.1
2/24/2019,Pohang,KR,4.5,12.1,28.1,33,82,5.8
2/24/2019,Port Elizabeth,ZA,0.2,0.5,0.9,18,30,0.6
2/24/2019,Potsdam,DE,0.1,17.9,7,23,70,0.7
2/24/2019,Pécs,HU,3.8,8.1,22.8,17,39,0.6
2/24/2019,Płock,PL,1.9,5.2,20.3,29,81,2.9
2/24/2019,Qingdao,CN,0.1,35.7,25.2,109,182,9.2
2/24/2019,Qinhuangdao,CN,0.1,40.3,12.6,88,168,22.3
2/24/2019,Qiqihar,CN,4.6,3.7,35.8,52,76,3.6
2/24/2019,Rayong,TH,0.1,4.7,8.3,29,46,1.1
2/24/2019,Rijeka,HR,0.1,2.2,29.1,10,52,3.2
2/24/2019,Rome,IT,0.1,7.4,28.5,11,30,0.2
2/24/2019,Saint Paul,US,2.3,4.7,31.2,13,42,1.5
2/24/2019,Saint-Denis,RE,0.1,2,15.2,12,32,0.5
2/24/2019,Saitama,JP,4.5,10.2,30.4,20,65,2.9
2/24/2019,Samsun,TR,5.2,12.8,15.5,31,34,4.6
2/24/2019,Samut Prakan,TH,0.1,6.4,8.7,30,61,3.2
2/24/2019,Santiago,CL,4.6,10.9,16,36,47,10.3
2/24/2019,Sapporo,JP,3.4,13,27.2,10,34,1.5
2/24/2019,Sarajevo,BA,2.9,6,35.4,25,65,14.7
2/24/2019,Sejong,KR,7.8,24.1,24.8,56,142,5.8
2/24/2019,Sendai,JP,0.2,12.1,25.6,17,57,20
2/24/2019,Seongnam-si,KR,6.7,31.5,16,50,109,5.8
2/24/2019,Seoul,KR,8.9,42.6,21.6,55,132,8.6
2/24/2019,Shanghai,CN,10.9,32,28.1,86,182,4.6
2/24/2019,Shantou,CN,9.1,7.4,14.7,13,46,4.1
2/24/2019,Shenyang,CN,9.1,22.4,18.7,63,134,12.2
2/24/2019,Shenzhen,CN,9,11,10.2,13,38,1.6
2/24/2019,Shijiazhuang,CN,0.1,35.7,13,166,254,15.8
2/24/2019,Shizuoka,JP,2.3,5.6,29.6,15,50,1.5
2/24/2019,Skopje,MK,0.1,2.7,21.4,23,60,0.5
2/24/2019,Strasbourg,FR,0.1,16.5,21.6,17,38,1.1
2/24/2019,Suncheon,KR,5.6,15.8,29.6,32,76,5.8
2/24/2019,Surrey,CA,0.1,3.9,9.9,6,9,0.2
2/24/2019,Suwon,KR,6.7,29.7,33.6,58,144,7.2
2/24/2019,Suzhou,CN,13.6,33,11,118,197,6.6
2/24/2019,Swansea,GB,4,12.4,12.2,42,99,1.1
2/24/2019,Sydney,AU,1.2,1.9,16,18,27,1.5
2/24/2019,Szeged,HU,5,3.9,11.1,13,37,3.7
2/24/2019,São José dos Campos,BR,2.8,4.6,15.9,17,42,1.6
2/24/2019,São Paulo,BR,4.6,11.9,15.9,17,50,1.1
2/24/2019,Tabriz,IR,0,0,0,0,0,0
2/24/2019,Taichung,TW,5.2,13,17.6,14,38,2.9
2/24/2019,Tainan,TW,5.4,13.9,16.8,30,65,2.9
2/24/2019,Taipei,TW,5.2,13.9,32,14,34,2.9
2/24/2019,Taitung City,TW,4.3,3.8,22.4,10,25,2.9
2/24/2019,Taiyuan,CN,18.1,43.5,6.1,120,189,34.5
2/24/2019,Takamatsu,JP,3.4,7.5,27.2,16,57,2.9
2/24/2019,Talca,CL,4.5,5.8,11.2,25,15,0.9
2/24/2019,Taoyuan City,TW,5.2,14.9,32.8,13,38,2.9
2/24/2019,Tehran,IR,0,0,0,0,0,0
2/24/2019,Tepic,MX,5.6,13.2,10.2,46,50,9.5
2/24/2019,Thiruvananthapuram,IN,4.9,2.6,27.5,52,85,1.8
